customer_id,store_name,Date,aisle,Product,Units_Sold,unit_price,total_amount,discount_amount,final_amount,loyalty_points,Price,Unit_Cost,Holding_Cost,Shortage_Cost,Lead_Time,Capacity,Revenue
8479,City Fresh Store,2023-08-07,Beverages,Carrots,1.0,28.26,28.26,0.0,28.26,416,28.26,12.717,0.25434,1.2717,5,6.0,28.26
2559,ValuePlus Market,2023-08-07,Meat & Seafood,Pasta,1.0,15.33,15.33,3.07,12.26,426,12.26,5.517,0.11034000000000001,0.5517000000000001,4,6.0,12.26
8032,FreshMart Downtown,2023-08-08,Dairy,Onions,5.0,12.05,60.25,12.05,48.2,204,9.64,4.338,0.08676,0.4338,2,6.0,48.2
9336,MegaMart Westside,2023-08-08,Beverages,Orange Juice,4.0,11.73,46.92,7.04,39.88,153,9.97,4.4865,0.08973,0.44865000000000005,5,6.0,39.88
7209,FamilyFood Express,2023-08-08,Meat & Seafood,Yogurt,1.0,25.05,25.05,1.86,23.19,283,23.19,10.435500000000001,0.20871000000000003,1.0435500000000002,2,6.0,23.19
8144,Corner Grocery,2023-08-08,Bakery,Cheese,5.0,23.46,117.3,0.0,117.3,471,23.46,10.557,0.21114000000000002,1.0557,4,6.0,117.30000000000001
2499,GreenGrocer Plaza,2023-08-11,Bakery,Chicken Breast,3.0,13.16,39.48,7.9,31.58,228,10.526666666666666,4.736999999999999,0.09473999999999999,0.47369999999999995,2,6.0,31.58
3252,ValuePlus Market,2023-08-11,Beverages,Eggs,3.0,22.77,68.31,3.9,64.41,399,21.47,9.6615,0.19323,0.9661500000000001,3,6.0,64.41
5064,MegaMart Westside,2023-08-12,Health & Wellness,Rice,2.0,27.72,55.44,0.0,55.44,350,27.72,12.474,0.24948,1.2474,3,6.0,55.44
4608,City Fresh Store,2023-08-12,Health & Wellness,Salmon,1.0,6.89,6.89,1.03,5.86,281,5.86,2.637,0.05274,0.2637,2,6.0,5.86
1897,Corner Grocery,2023-08-12,Snacks & Candy,Bread,5.0,7.54,37.7,3.27,34.43,196,6.886,3.0987,0.061974,0.30987000000000003,3,6.0,34.43
5991,ValuePlus Market,2023-08-12,Beverages,Bananas,3.0,13.06,39.18,4.97,34.21,76,11.403333333333334,5.131500000000001,0.10263000000000001,0.5131500000000001,5,6.0,34.21
9666,QuickStop Market,2023-08-13,Health & Wellness,Eggs,3.0,3.35,10.05,1.51,8.54,339,2.8466666666666662,1.281,0.02562,0.1281,6,6.0,8.54
8483,QuickStop Market,2023-08-13,Bakery,Eggs,3.0,1.72,5.16,2.47,2.69,333,0.8966666666666666,0.40349999999999997,0.008069999999999999,0.04035,4,6.0,2.69
9793,City Fresh Store,2023-08-13,Health & Wellness,Yogurt,3.0,26.0,78.0,11.7,66.3,246,22.099999999999998,9.944999999999999,0.19889999999999997,0.9944999999999999,6,6.0,66.3
6882,City Fresh Store,2023-08-14,Health & Wellness,Yogurt,5.0,24.36,121.8,2.01,119.79,314,23.958000000000002,10.7811,0.215622,1.0781100000000001,2,6.0,119.79
8291,MegaMart Westside,2023-08-14,Frozen Foods,Cheese,3.0,11.56,34.68,5.2,29.48,473,9.826666666666666,4.422,0.08843999999999999,0.4422,6,6.0,29.479999999999997
3474,FreshMart Downtown,2023-08-14,Meat & Seafood,Bananas,3.0,23.45,70.35,10.55,59.8,290,19.933333333333334,8.97,0.1794,0.8970000000000001,6,6.0,59.8
1613,SuperSave Central,2023-08-14,Health & Wellness,Chicken Breast,1.0,18.0,18.0,3.6,14.4,467,14.4,6.48,0.12960000000000002,0.6480000000000001,2,6.0,14.4
2188,City Fresh Store,2023-08-14,Canned Goods,Bread,4.0,25.48,101.92,2.6,99.32,124,24.83,11.173499999999999,0.22346999999999997,1.1173499999999998,5,6.0,99.32
7739,FreshMart Downtown,2023-08-16,Produce,Cereal,4.0,8.56,34.24,6.85,27.39,171,6.8475,3.081375,0.0616275,0.3081375,4,6.0,27.39
6590,GreenGrocer Plaza,2023-08-16,Frozen Foods,Bread,5.0,27.7,138.5,2.31,136.19,498,27.238,12.2571,0.245142,1.22571,3,6.0,136.19
7311,GreenGrocer Plaza,2023-08-16,Snacks & Candy,Tomatoes,2.0,24.72,49.44,1.31,48.13,448,24.065,10.82925,0.216585,1.0829250000000001,2,6.0,48.13
7464,ValuePlus Market,2023-08-17,Snacks & Candy,Yogurt,5.0,20.8,104.0,2.13,101.87,392,20.374000000000002,9.168300000000002,0.18336600000000006,0.9168300000000003,5,6.0,101.87
2106,FreshMart Downtown,2023-08-17,Snacks & Candy,Chicken Breast,2.0,23.09,46.18,3.6,42.58,18,21.29,9.5805,0.19161000000000003,0.9580500000000001,5,6.0,42.58
4050,QuickStop Market,2023-08-17,Health & Wellness,Onions,2.0,24.68,49.36,7.4,41.96,112,20.98,9.441,0.18882000000000002,0.9441000000000002,6,6.0,41.96
8486,FamilyFood Express,2023-08-18,Snacks & Candy,Eggs,5.0,24.78,123.9,24.78,99.12,93,19.824,8.920800000000002,0.17841600000000005,0.8920800000000002,4,6.0,99.12
2195,MegaMart Westside,2023-08-19,Canned Goods,Milk,2.0,27.13,54.26,2.52,51.74,350,25.87,11.6415,0.23283,1.16415,4,6.0,51.74
8529,QuickStop Market,2023-08-19,Dairy,Potatoes,5.0,18.58,92.9,3.08,89.82,289,17.964,8.0838,0.16167600000000001,0.8083800000000001,2,6.0,89.82
6304,ValuePlus Market,2023-08-19,Personal Care,Tomatoes,1.0,17.16,17.16,3.43,13.73,264,13.73,6.1785000000000005,0.12357000000000001,0.6178500000000001,4,6.0,13.73
9782,GreenGrocer Plaza,2023-08-19,Canned Goods,Bananas,3.0,20.75,62.25,6.23,56.02,348,18.673333333333336,8.403,0.16806000000000001,0.8403,3,6.0,56.02000000000001
6152,FamilyFood Express,2023-08-19,Household Items,Carrots,5.0,19.27,96.35,3.93,92.42,375,18.484,8.317800000000002,0.16635600000000003,0.8317800000000002,6,6.0,92.42000000000002
8993,GreenGrocer Plaza,2023-08-19,Personal Care,Ground Beef,5.0,28.01,140.05,14.01,126.04,256,25.208000000000002,11.3436,0.22687200000000002,1.13436,4,6.0,126.04
3390,MegaMart Westside,2023-08-19,Produce,Chicken Breast,5.0,20.55,102.75,0.0,102.75,378,20.55,9.2475,0.18495,0.9247500000000001,2,6.0,102.75
5697,FreshMart Downtown,2023-08-20,Dairy,Milk,4.0,15.71,62.84,6.28,56.56,332,14.14,6.363,0.12726,0.6363000000000001,4,6.0,56.56
6928,City Fresh Store,2023-08-21,Household Items,Rice,4.0,7.54,30.16,3.02,27.14,208,6.785,3.0532500000000002,0.06106500000000001,0.30532500000000007,5,6.0,27.14
2298,QuickStop Market,2023-08-21,Dairy,Chicken Breast,5.0,2.69,13.45,1.34,12.11,170,2.4219999999999997,1.0898999999999999,0.021797999999999998,0.10898999999999999,6,6.0,12.11
2228,Corner Grocery,2023-08-23,Health & Wellness,Orange Juice,2.0,25.0,50.0,5.0,45.0,208,22.5,10.125,0.2025,1.0125,3,6.0,45.0
6539,Corner Grocery,2023-08-23,Personal Care,Milk,4.0,3.54,14.16,4.88,9.28,129,2.32,1.044,0.020880000000000003,0.1044,6,6.0,9.28
5837,SuperSave Central,2023-08-24,Produce,Eggs,2.0,20.19,40.38,8.08,32.3,481,16.15,7.267499999999999,0.14534999999999998,0.72675,6,6.0,32.3
2885,GreenGrocer Plaza,2023-08-24,Bakery,Pasta,3.0,18.84,56.52,0.0,56.52,276,18.84,8.478,0.16956,0.8478,4,6.0,56.519999999999996
7718,FreshMart Downtown,2023-08-25,Produce,Ground Beef,2.0,28.54,57.08,2.28,54.8,488,27.4,12.33,0.2466,1.233,6,6.0,54.8
6651,GreenGrocer Plaza,2023-08-26,Canned Goods,Chicken Breast,4.0,24.29,97.16,14.57,82.59,6,20.6475,9.291375,0.1858275,0.9291375000000001,4,6.0,82.59
7755,City Fresh Store,2023-08-26,Dairy,Cereal,3.0,21.57,64.71,9.71,55.0,281,18.333333333333332,8.25,0.165,0.8250000000000001,4,6.0,55.0
2824,GreenGrocer Plaza,2023-08-26,Produce,Pasta,2.0,7.46,14.92,0.0,14.92,377,7.46,3.357,0.06714,0.33570000000000005,5,6.0,14.92
2858,GreenGrocer Plaza,2023-08-27,Snacks & Candy,Chicken Breast,2.0,22.02,44.04,8.81,35.23,143,17.615,7.926749999999999,0.15853499999999998,0.792675,5,6.0,35.23
9094,Corner Grocery,2023-08-27,Beverages,Cheese,5.0,18.95,94.75,9.47,85.28,173,17.056,7.6752,0.153504,0.7675200000000001,6,6.0,85.28
2692,FreshMart Downtown,2023-08-27,Personal Care,Yogurt,3.0,16.52,49.56,0.0,49.56,80,16.52,7.434,0.14868,0.7434000000000001,3,6.0,49.56
9751,FreshMart Downtown,2023-08-27,Bakery,Yogurt,3.0,22.81,68.43,1.41,67.02,414,22.34,10.053,0.20106000000000002,1.0053,6,6.0,67.02
5102,QuickStop Market,2023-08-27,Frozen Foods,Salmon,1.0,3.88,3.88,0.58,3.3,89,3.3,1.4849999999999999,0.029699999999999997,0.1485,2,6.0,3.3
4678,MegaMart Westside,2023-08-28,Beverages,Potatoes,2.0,8.55,17.1,2.56,14.54,351,7.27,3.2715,0.06543,0.32715000000000005,4,6.0,14.54
5381,GreenGrocer Plaza,2023-08-29,Meat & Seafood,Cheese,4.0,26.9,107.6,1.72,105.88,356,26.47,11.9115,0.23823,1.1911500000000002,3,6.0,105.88
6347,ValuePlus Market,2023-08-30,Frozen Foods,Cereal,1.0,11.06,11.06,1.66,9.4,84,9.4,4.23,0.08460000000000001,0.42300000000000004,5,6.0,9.4
3621,City Fresh Store,2023-08-31,Frozen Foods,Bread,2.0,21.5,43.0,3.58,39.42,292,19.71,8.8695,0.17739000000000002,0.8869500000000001,6,6.0,39.42
8734,SuperSave Central,2023-08-31,Canned Goods,Cereal,1.0,5.35,5.35,0.54,4.81,234,4.81,2.1645,0.043289999999999995,0.21645,6,6.0,4.81
3848,FreshMart Downtown,2023-08-31,Frozen Foods,Apples,2.0,10.85,21.7,4.34,17.36,349,8.68,3.906,0.07812000000000001,0.39060000000000006,2,6.0,17.36
4968,QuickStop Market,2023-08-31,Beverages,Apples,5.0,4.98,24.9,3.73,21.17,356,4.234,1.9053,0.038106,0.19053,4,6.0,21.17
7912,Corner Grocery,2023-08-31,Dairy,Onions,3.0,25.04,75.12,1.77,73.35,316,24.45,11.0025,0.22005,1.10025,6,6.0,73.35
5583,FreshMart Downtown,2023-09-01,Bakery,Yogurt,3.0,5.51,16.53,3.96,12.57,372,4.19,1.8855000000000002,0.03771000000000001,0.18855000000000002,2,6.0,12.57
8222,GreenGrocer Plaza,2023-09-01,Health & Wellness,Salmon,5.0,14.12,70.6,14.12,56.48,358,11.296,5.0832,0.10166399999999999,0.50832,5,6.0,56.48
2848,GreenGrocer Plaza,2023-09-01,Beverages,Bananas,4.0,3.12,12.48,2.5,9.98,491,2.495,1.1227500000000001,0.022455000000000003,0.11227500000000001,4,6.0,9.98
